"","country","election_year","age","gender","men","education","unemployed","blue_collar","household","rural","gov_perform","diss_dem","diss_econ","democrats","lrself","trust_pol","vote_fn","election"
"585","France",2002,21,"Female",0,3,1,0,5,0,5,6,5,2,3,4,0,"2002"
"586","France",2002,51,"Male",1,3,0,0,9,0,3,9,2,1,6,1,0,"2002"
"591","France",2002,65,"Female",0,3,0,0,5,0,3,8,4,1,3,6,0,"2002"
"593","France",2002,82,"Female",0,1,0,1,4,1,7,10,5,3,8,4,0,"2002"
"594","France",2002,28,"Male",1,5,0,0,5,0,9,11,8,3,5,6,0,"2002"
"596","France",2002,40,"Male",1,3,0,0,7,1,4,5,3,2,9,4,0,"2002"
"597","France",2002,36,"Male",1,5,0,0,9,1,6,11,6,4,8,5,0,"2002"
"599","France",2002,42,"Female",0,5,0,0,9,0,5,3,4,4,8,8,0,"2002"
"600","France",2002,44,"Female",0,2,1,0,7,1,6,8,6,2,4,4,0,"2002"
"601","France",2002,51,"Male",1,2,1,0,9,1,6,8,6,5,3,6,0,"2002"
"603","France",2002,23,"Male",1,5,0,0,5,0,7,9,6,3,4,5,0,"2002"
"604","France",2002,46,"Male",1,3,0,0,7,0,1,5,4,1,11,1,0,"2002"
"605","France",2002,33,"Male",1,5,1,0,6,0,5,9,5,4,3,3,0,"2002"
"607","France",2002,55,"Female",0,1,1,0,7,1,7,9,5,2,8,3,0,"2002"
"608","France",2002,39,"Male",1,5,0,0,10,0,3,7,4,1,3,2,0,"2002"
"611","France",2002,41,"Female",0,5,1,0,12,1,6,7,5,2,4,3,0,"2002"
"613","France",2002,76,"Male",1,1,0,0,6,0,5,8,6,2,11,8,0,"2002"
"614","France",2002,39,"Male",1,5,0,1,7,0,4,5,3,1,5,1,0,"2002"
"617","France",2002,79,"Male",1,3,1,0,6,1,4,7,4,1,3,4,0,"2002"
"626","France",2002,63,"Male",1,2,1,0,8,0,3,6,9,1,6,3,0,"2002"
"627","France",2002,25,"Female",0,2,0,1,4,1,2,5,3,1,5,3,0,"2002"
"628","France",2002,47,"Female",0,3,0,0,9,1,6,11,8,4,6,3,0,"2002"
"629","France",2002,67,"Male",1,3,1,0,5,0,5,6,3,1,1,3,0,"2002"
"630","France",2002,60,"Male",1,3,0,0,7,0,7,9,7,4,2,6,0,"2002"
"631","France",2002,59,"Male",1,3,0,0,9,0,6,10,4,2,6,8,0,"2002"
"632","France",2002,67,"Female",0,3,0,0,6,0,2,8,3,1,5,6,0,"2002"
"633","France",2002,70,"Male",1,1,1,1,4,0,3,7,5,5,6,1,0,"2002"
"637","France",2002,42,"Female",0,3,0,0,10,0,5,8,3,1,7,3,0,"2002"
"643","France",2002,79,"Male",1,1,0,1,5,0,7,7,7,1,5,1,0,"2002"
"645","France",2002,54,"Female",0,5,0,0,9,0,3,11,3,1,4,1,0,"2002"
"647","France",2002,69,"Female",0,3,0,0,8,0,6,8,1,1,3,1,0,"2002"
"650","France",2002,31,"Male",1,5,0,0,7,1,3,2,6,5,9,8,0,"2002"
"652","France",2002,41,"Female",0,3,1,0,3,0,4,10,2,3,11,6,0,"2002"
"654","France",2002,59,"Male",1,5,0,0,6,0,6,9,5,1,1,6,0,"2002"
"655","France",2002,48,"Female",0,3,1,0,8,0,5,7,3,4,1,3,0,"2002"
"657","France",2002,61,"Female",0,1,0,1,6,0,4,9,6,1,10,2,0,"2002"
"658","France",2002,76,"Male",1,3,0,0,6,0,4,6,4,1,7,6,0,"2002"
"661","France",2002,75,"Male",1,1,0,1,4,1,8,10,7,1,4,6,0,"2002"
"662","France",2002,59,"Male",1,5,1,0,11,0,6,11,8,1,3,9,0,"2002"
"663","France",2002,56,"Male",1,3,1,0,5,0,9,1,1,1,6,1,0,"2002"
"664","France",2002,34,"Male",1,5,0,0,11,1,8,10,8,2,7,7,0,"2002"
"668","France",2002,50,"Male",1,3,0,0,9,0,3,5,3,5,2,3,0,"2002"
"676","France",2002,65,"Male",1,3,1,0,3,1,6,8,6,2,6,6,0,"2002"
"678","France",2002,24,"Male",1,5,0,0,2,0,2,2,2,5,1,6,0,"2002"
"680","France",2002,63,"Male",1,1,0,1,2,0,9,2,9,1,11,9,0,"2002"
"685","France",2002,71,"Male",1,2,0,0,8,0,8,11,6,1,9,6,0,"2002"
"689","France",2002,39,"Male",1,3,1,1,6,0,9,2,9,4,1,9,0,"2002"
"694","France",2002,62,"Female",0,2,0,0,2,0,2,2,2,1,11,3,0,"2002"
"696","France",2002,73,"Female",0,1,0,0,7,1,3,5,3,3,3,4,0,"2002"
"697","France",2002,67,"Female",0,2,0,0,8,0,6,11,4,4,6,5,0,"2002"
"702","France",2002,35,"Male",1,5,0,0,9,1,7,10,4,1,7,5,0,"2002"
"706","France",2002,32,"Male",1,5,1,0,9,0,3,5,4,5,6,3,0,"2002"
"708","France",2002,45,"Male",1,3,0,1,8,0,6,8,3,4,4,7,0,"2002"
"710","France",2002,78,"Female",0,5,0,0,5,0,9,10,10,1,8,6,0,"2002"
"712","France",2002,52,"Male",1,3,0,0,9,0,7,10,8,4,5,7,0,"2002"
"714","France",2002,47,"Male",1,3,1,0,5,0,7,8,6,4,7,7,0,"2002"
"716","France",2002,70,"Male",1,3,0,0,9,0,6,8,5,2,4,3,0,"2002"
"717","France",2002,41,"Male",1,3,0,0,9,0,4,8,5,1,5,2,0,"2002"
"719","France",2002,59,"Female",0,2,0,0,4,0,4,9,6,1,1,5,0,"2002"
"721","France",2002,39,"Female",0,3,0,0,6,1,6,8,4,1,4,2,0,"2002"
"724","France",2002,56,"Male",1,5,0,0,10,1,6,10,6,1,5,8,0,"2002"
"725","France",2002,77,"Female",0,3,0,0,9,0,7,9,7,2,7,6,0,"2002"
"727","France",2002,22,"Female",0,5,0,0,9,0,7,10,7,2,9,7,0,"2002"
"728","France",2002,33,"Male",1,3,0,1,7,0,3,5,6,1,5,2,0,"2002"
"731","France",2002,38,"Female",0,3,0,0,6,1,2,5,2,1,6,1,0,"2002"
"734","France",2002,44,"Female",0,5,1,0,9,1,8,6,3,4,5,3,0,"2002"
"735","France",2002,56,"Male",1,1,0,0,6,1,6,10,4,5,5,4,0,"2002"
"740","France",2002,49,"Female",0,5,0,0,10,0,9,9,6,2,11,5,0,"2002"
"741","France",2002,46,"Male",1,3,1,0,5,0,5,6,5,4,6,3,0,"2002"
"743","France",2002,57,"Female",0,2,0,0,9,0,7,10,6,3,8,8,0,"2002"
"745","France",2002,41,"Female",0,5,1,0,9,0,7,9,5,1,3,5,0,"2002"
"750","France",2002,32,"Female",0,3,0,0,12,1,4,6,5,3,8,5,0,"2002"
"754","France",2002,82,"Female",0,1,1,0,4,0,8,10,7,4,6,9,0,"2002"
"756","France",2002,57,"Male",1,3,0,0,5,0,3,10,4,4,3,4,1,"2002"
"760","France",2002,45,"Male",1,1,0,0,5,0,4,6,4,1,5,3,0,"2002"
"761","France",2002,56,"Male",1,3,0,0,6,1,8,11,6,4,4,6,0,"2002"
"762","France",2002,62,"Male",1,3,0,0,2,1,9,9,5,1,9,8,0,"2002"
"763","France",2002,37,"Male",1,3,0,0,10,0,6,6,8,2,4,6,0,"2002"
"765","France",2002,62,"Male",1,3,0,0,6,1,7,10,7,1,3,8,0,"2002"
"766","France",2002,44,"Female",0,3,1,0,5,0,8,11,3,1,6,7,0,"2002"
"768","France",2002,36,"Female",0,5,1,0,9,1,8,9,8,2,6,6,0,"2002"
"769","France",2002,56,"Male",1,3,0,0,7,0,1,8,1,2,5,5,0,"2002"
"770","France",2002,44,"Female",0,5,1,0,10,0,6,10,6,1,6,6,0,"2002"
"773","France",2002,22,"Female",0,5,0,0,5,0,4,8,3,1,5,5,0,"2002"
"775","France",2002,55,"Female",0,5,1,0,7,0,5,1,1,3,6,1,0,"2002"
"776","France",2002,60,"Male",1,3,0,0,6,0,7,9,7,1,7,7,0,"2002"
"781","France",2002,84,"Female",0,3,0,0,9,0,6,8,6,1,8,6,0,"2002"
"783","France",2002,57,"Female",0,3,0,0,9,1,7,6,3,1,6,4,0,"2002"
"784","France",2002,23,"Male",1,3,0,0,4,0,7,10,6,4,1,3,0,"2002"
"786","France",2002,36,"Female",0,3,1,0,5,0,1,1,1,1,11,2,0,"2002"
"787","France",2002,27,"Female",0,3,1,0,6,0,1,4,3,5,1,2,0,"2002"
"788","France",2002,41,"Female",0,5,0,0,9,0,5,9,6,3,4,7,0,"2002"
"789","France",2002,82,"Female",0,1,0,1,3,0,7,8,6,2,5,6,0,"2002"
"791","France",2002,69,"Male",1,1,0,0,5,0,6,11,6,1,6,6,0,"2002"
"797","France",2002,64,"Male",1,3,0,0,6,1,8,11,9,4,10,8,0,"2002"
"803","France",2002,70,"Male",1,3,1,0,4,0,6,8,6,1,9,9,0,"2002"
"804","France",2002,28,"Female",0,3,1,0,5,0,6,8,3,3,6,4,0,"2002"
"805","France",2002,57,"Female",0,1,1,0,8,0,9,3,11,1,9,7,0,"2002"
"806","France",2002,63,"Female",0,3,1,0,6,0,6,8,7,4,9,7,0,"2002"
"807","France",2002,49,"Female",0,3,0,0,6,0,6,8,3,2,3,3,0,"2002"
"810","France",2002,60,"Female",0,5,0,0,8,1,6,2,6,5,5,6,0,"2002"
"811","France",2002,68,"Male",1,3,0,0,9,0,7,7,3,1,2,8,0,"2002"
"812","France",2002,67,"Female",0,2,0,0,9,0,1,7,1,1,4,6,0,"2002"
"817","France",2002,62,"Male",1,2,1,0,6,1,2,7,3,1,6,3,0,"2002"
"820","France",2002,82,"Female",0,1,0,0,4,1,1,1,1,1,1,1,0,"2002"
"822","France",2002,70,"Male",1,2,1,0,9,1,4,9,5,1,4,5,0,"2002"
"823","France",2002,52,"Female",0,1,1,1,4,0,6,11,8,1,11,9,0,"2002"
"824","France",2002,61,"Female",0,3,1,0,4,0,4,5,3,5,11,1,1,"2002"
"825","France",2002,57,"Male",1,5,0,0,6,0,6,10,5,4,4,3,0,"2002"
"826","France",2002,70,"Female",0,2,1,0,5,0,2,5,3,2,4,3,0,"2002"
"827","France",2002,25,"Female",0,3,1,0,4,1,8,7,1,3,5,3,0,"2002"
"828","France",2002,42,"Male",1,3,0,0,9,1,8,6,3,5,5,3,0,"2002"
"829","France",2002,56,"Female",0,5,0,0,12,0,8,11,6,4,7,6,0,"2002"
"831","France",2002,64,"Female",0,1,1,0,3,1,9,1,1,3,11,6,0,"2002"
"832","France",2002,62,"Male",1,3,0,0,8,1,6,8,1,1,1,1,1,"2002"
"834","France",2002,76,"Female",0,1,0,0,4,0,3,8,4,2,11,6,0,"2002"
"837","France",2002,37,"Male",1,5,1,0,5,0,5,7,5,2,3,5,0,"2002"
"840","France",2002,61,"Male",1,3,1,0,7,1,6,8,5,2,8,5,0,"2002"
"841","France",2002,43,"Female",0,3,0,0,6,1,5,6,5,2,5,4,0,"2002"
"842","France",2002,54,"Female",0,3,1,0,9,1,3,6,4,4,7,1,0,"2002"
"844","France",2002,38,"Female",0,3,1,0,5,0,3,6,3,1,5,4,0,"2002"
"847","France",2002,30,"Female",0,3,1,0,7,1,5,10,6,5,5,4,0,"2002"
"849","France",2002,40,"Female",0,5,1,0,7,1,8,10,8,2,4,8,0,"2002"
"850","France",2002,55,"Male",1,3,0,1,6,0,5,6,4,4,9,6,0,"2002"
"851","France",2002,50,"Female",0,3,0,0,7,0,6,9,6,2,9,6,0,"2002"
"853","France",2002,26,"Male",1,5,0,0,4,0,4,7,3,2,5,7,0,"2002"
"855","France",2002,58,"Male",1,3,0,0,6,1,8,10,8,2,8,7,0,"2002"
"857","France",2002,72,"Male",1,5,0,0,10,0,3,8,6,2,6,6,0,"2002"
"858","France",2002,40,"Male",1,3,0,1,7,1,5,6,5,2,8,4,0,"2002"
"861","France",2002,33,"Male",1,3,0,0,10,0,6,8,6,1,8,2,0,"2002"
"864","France",2002,28,"Male",1,5,0,0,7,0,7,11,5,3,5,6,0,"2002"
"865","France",2002,40,"Male",1,5,0,0,10,0,8,11,7,5,8,7,0,"2002"
"867","France",2002,76,"Female",0,1,0,0,5,0,5,8,5,3,4,7,0,"2002"
"869","France",2002,43,"Female",0,3,1,0,7,1,5,8,4,1,5,6,0,"2002"
"871","France",2002,64,"Female",0,3,0,0,7,0,5,10,6,1,2,6,0,"2002"
"872","France",2002,60,"Male",1,3,0,0,8,1,4,10,5,5,7,6,0,"2002"
"873","France",2002,78,"Male",1,1,0,0,12,1,6,8,7,1,7,2,0,"2002"
"874","France",2002,66,"Male",1,3,0,0,7,0,9,11,9,4,9,7,0,"2002"
"875","France",2002,37,"Male",1,3,0,1,5,1,1,1,4,2,6,2,0,"2002"
"877","France",2002,64,"Male",1,1,0,0,9,0,3,1,3,1,3,6,0,"2002"
"879","France",2002,65,"Male",1,1,0,0,7,0,7,7,6,2,6,7,0,"2002"
"880","France",2002,52,"Male",1,2,0,0,7,0,3,5,3,5,6,5,0,"2002"
"887","France",2002,91,"Male",1,1,1,0,7,0,1,5,2,1,3,3,0,"2002"
"888","France",2002,36,"Female",0,3,0,0,8,0,4,6,1,1,1,4,0,"2002"
"889","France",2002,45,"Female",0,5,1,0,5,0,4,10,6,1,4,1,0,"2002"
"890","France",2002,61,"Male",1,5,0,0,9,0,9,11,5,1,4,7,0,"2002"
"891","France",2002,29,"Male",1,5,1,0,6,0,6,7,4,2,6,5,0,"2002"
"894","France",2002,71,"Male",1,3,1,0,9,0,5,5,2,3,2,4,0,"2002"
"896","France",2002,60,"Female",0,1,0,0,7,0,5,8,4,3,6,6,0,"2002"
"899","France",2002,46,"Female",0,3,0,0,7,1,4,7,4,4,6,5,0,"2002"
"901","France",2002,45,"Female",0,3,1,0,10,1,4,5,4,4,4,3,0,"2002"
"906","France",2002,38,"Female",0,3,1,1,6,1,6,8,6,4,8,6,0,"2002"
"909","France",2002,36,"Male",1,3,1,1,7,1,1,1,1,5,4,1,0,"2002"
"910","France",2002,49,"Male",1,2,0,1,6,0,2,4,2,5,6,6,0,"2002"
"911","France",2002,36,"Female",0,3,0,0,5,0,3,5,3,3,2,4,0,"2002"
"913","France",2002,27,"Female",0,3,0,0,5,1,4,9,2,1,1,1,0,"2002"
"914","France",2002,58,"Male",1,3,0,0,8,0,5,9,5,4,9,5,0,"2002"
"916","France",2002,69,"Female",0,3,0,0,2,1,6,8,4,1,6,6,0,"2002"
"917","France",2002,62,"Female",0,3,0,0,5,1,3,10,3,1,3,3,0,"2002"
"921","France",2002,43,"Male",1,3,0,0,11,1,6,8,7,2,6,5,0,"2002"
"924","France",2002,49,"Male",1,2,0,1,2,0,5,9,5,1,5,5,0,"2002"
"925","France",2002,58,"Female",0,1,0,0,9,0,8,11,7,1,6,7,0,"2002"
"926","France",2002,28,"Male",1,3,1,1,6,0,4,7,4,4,1,1,0,"2002"
"927","France",2002,55,"Male",1,5,0,0,10,1,7,10,8,5,10,8,0,"2002"
"930","France",2002,87,"Male",1,1,0,0,5,1,10,1,5,1,5,3,0,"2002"
"931","France",2002,45,"Female",0,5,1,0,9,0,7,11,7,3,6,7,0,"2002"
"933","France",2002,65,"Male",1,2,0,0,5,0,1,10,6,3,11,6,1,"2002"
"934","France",2002,50,"Female",0,3,1,1,9,1,6,11,1,5,9,9,0,"2002"
"937","France",2002,58,"Female",0,3,1,0,4,0,5,10,4,1,10,6,0,"2002"
"944","France",2002,64,"Male",1,3,0,0,10,0,7,9,7,5,8,7,1,"2002"
"945","France",2002,52,"Male",1,3,0,0,8,1,6,9,7,1,5,3,1,"2002"
"947","France",2002,70,"Male",1,3,0,0,5,0,2,8,3,1,3,3,0,"2002"
"951","France",2002,30,"Female",0,5,0,0,7,1,3,8,3,1,9,4,0,"2002"
"952","France",2002,35,"Female",0,3,1,0,6,1,6,7,5,3,6,3,1,"2002"
"954","France",2002,41,"Male",1,3,0,0,4,1,1,4,2,4,1,2,0,"2002"
"955","France",2002,63,"Female",0,5,1,0,6,1,8,10,6,4,8,4,0,"2002"
"957","France",2002,51,"Female",0,5,1,0,9,0,4,7,4,3,5,2,0,"2002"
"962","France",2002,78,"Male",1,1,0,1,5,0,6,11,6,1,7,3,0,"2002"
"963","France",2002,39,"Male",1,5,0,0,10,0,9,7,7,1,5,3,0,"2002"
"964","France",2002,51,"Male",1,5,1,0,6,0,1,1,1,3,1,1,0,"2002"
"965","France",2002,63,"Male",1,3,1,1,5,0,5,5,3,1,6,5,0,"2002"
"966","France",2002,39,"Female",0,5,1,0,7,0,5,11,7,2,5,4,0,"2002"
"973","France",2002,55,"Female",0,3,0,0,6,0,2,8,2,1,3,5,0,"2002"
"976","France",2002,36,"Male",1,5,0,0,5,0,3,7,3,1,3,2,0,"2002"
"977","France",2002,22,"Male",1,3,0,0,8,1,6,6,4,4,6,4,0,"2002"
"979","France",2002,62,"Male",1,3,1,0,9,0,1,1,1,2,4,3,1,"2002"
"984","France",2002,58,"Female",0,1,0,0,10,0,4,5,3,2,3,3,0,"2002"
"985","France",2002,44,"Female",0,5,0,0,12,0,8,2,7,1,9,6,0,"2002"
"986","France",2002,54,"Female",0,1,1,0,11,1,4,5,3,4,2,2,0,"2002"
"988","France",2002,83,"Male",1,5,0,0,7,1,8,11,8,3,11,1,1,"2002"
"990","France",2002,43,"Male",1,3,0,0,6,1,3,8,5,2,3,5,0,"2002"
"993","France",2002,39,"Female",0,5,1,0,10,1,6,8,5,5,6,1,0,"2002"
"995","France",2002,71,"Male",1,3,0,0,2,0,3,5,3,1,5,1,0,"2002"
"1000","France",2002,60,"Male",1,2,0,0,9,0,8,2,6,1,11,8,0,"2002"
"1001","France",2002,21,"Male",1,5,0,0,4,0,6,7,5,1,5,4,0,"2002"
"1003","France",2002,73,"Female",0,1,1,1,7,1,5,8,5,2,4,7,1,"2002"
"1004","France",2002,50,"Male",1,3,0,0,9,0,5,10,7,2,4,7,0,"2002"
"1005","France",2002,52,"Female",0,3,0,0,7,1,4,7,7,1,3,6,0,"2002"
"1007","France",2002,68,"Male",1,3,0,0,9,0,4,10,6,2,10,5,0,"2002"
"1009","France",2002,40,"Male",1,3,1,1,3,0,8,8,7,4,6,4,0,"2002"
"1011","France",2002,51,"Male",1,5,1,0,4,0,4,5,3,5,9,3,1,"2002"
"1013","France",2002,52,"Male",1,5,1,0,5,1,7,3,3,3,4,7,0,"2002"
"1015","France",2002,41,"Female",0,3,1,0,6,0,4,7,3,2,4,2,0,"2002"
"1016","France",2002,50,"Female",0,5,1,0,4,0,6,7,4,4,5,5,0,"2002"
"1019","France",2002,53,"Female",0,5,0,0,9,1,5,10,5,4,3,2,0,"2002"
"1023","France",2002,62,"Female",0,3,0,0,6,0,8,10,7,4,4,7,0,"2002"
"1024","France",2002,63,"Male",1,3,0,0,8,0,5,7,6,5,4,7,0,"2002"
"1026","France",2002,35,"Female",0,5,1,0,8,0,5,10,5,4,6,2,0,"2002"
"1027","France",2002,46,"Female",0,5,0,0,10,0,7,10,7,2,3,5,0,"2002"
"1030","France",2002,58,"Male",1,5,1,0,11,0,5,7,7,4,5,2,0,"2002"
"1031","France",2002,40,"Male",1,3,0,0,9,0,4,6,4,5,4,4,0,"2002"
"1033","France",2002,73,"Female",0,2,0,0,9,0,7,9,6,3,8,5,0,"2002"
"1034","France",2002,27,"Male",1,3,0,0,8,0,6,10,6,1,8,6,0,"2002"
"1035","France",2002,76,"Female",0,1,0,0,8,1,6,9,7,2,6,8,0,"2002"
"1038","France",2002,72,"Male",1,1,0,0,6,0,5,11,4,1,4,4,0,"2002"
"1040","France",2002,65,"Female",0,3,1,0,4,1,4,6,3,3,9,3,0,"2002"
"1041","France",2002,27,"Female",0,5,0,0,7,1,5,8,5,2,6,6,0,"2002"
"1043","France",2002,79,"Female",0,3,0,0,6,0,5,7,3,4,6,4,0,"2002"
"1046","France",2002,53,"Female",0,3,0,0,8,1,7,10,8,1,8,3,0,"2002"
"1049","France",2002,52,"Female",0,2,0,0,8,1,11,9,2,1,4,4,0,"2002"
"1050","France",2002,68,"Male",1,1,0,0,4,1,5,7,4,2,4,3,0,"2002"
"1051","France",2002,55,"Male",1,1,0,0,4,1,6,7,6,2,8,6,0,"2002"
"1053","France",2002,90,"Female",0,2,0,0,5,1,8,8,6,3,9,8,0,"2002"
"1055","France",2002,28,"Female",0,5,0,0,8,0,6,11,6,2,3,6,0,"2002"
"1057","France",2002,24,"Female",0,5,0,0,10,0,3,7,3,1,4,3,0,"2002"
"1058","France",2002,71,"Male",1,1,0,0,7,0,4,5,3,5,5,6,0,"2002"
"1059","France",2002,49,"Male",1,5,0,0,9,1,4,6,3,1,2,7,0,"2002"
"1060","France",2002,75,"Male",1,1,0,1,8,0,9,10,7,1,11,5,0,"2002"
"1062","France",2002,60,"Male",1,2,0,0,10,0,5,7,4,5,6,7,0,"2002"
"1063","France",2002,25,"Female",0,5,0,0,5,0,3,10,5,4,3,6,0,"2002"
"1064","France",2002,71,"Female",0,5,0,0,7,0,9,11,7,1,6,5,0,"2002"
"1067","France",2002,50,"Female",0,3,0,0,5,1,7,9,6,3,7,6,0,"2002"
"1070","France",2002,46,"Female",0,1,0,0,5,0,6,7,4,2,7,4,0,"2002"
"1074","France",2002,36,"Female",0,5,0,0,6,0,6,8,5,2,5,4,0,"2002"
"1076","France",2002,69,"Female",0,1,0,0,5,1,6,10,6,1,8,6,0,"2002"
"1077","France",2002,49,"Female",0,3,0,0,6,0,3,10,5,2,6,6,0,"2002"
"1081","France",2002,31,"Female",0,3,1,0,6,1,3,6,6,2,5,2,0,"2002"
"1082","France",2002,63,"Female",0,1,1,0,6,1,7,9,7,1,8,6,0,"2002"
"1085","France",2002,26,"Male",1,3,0,0,7,0,8,2,7,1,8,8,0,"2002"
"1086","France",2002,53,"Female",0,1,0,0,7,0,6,7,3,1,9,2,0,"2002"
"1088","France",2002,77,"Male",1,1,0,1,6,0,6,8,6,2,7,4,0,"2002"
"1091","France",2002,28,"Female",0,5,0,0,10,1,8,11,8,1,11,8,0,"2002"
"1094","France",2002,43,"Female",0,3,1,0,8,0,1,10,4,4,3,5,0,"2002"
"1096","France",2002,49,"Female",0,5,0,0,9,0,6,11,8,4,5,7,0,"2002"
"1099","France",2002,43,"Female",0,3,1,0,4,0,2,4,2,1,3,3,0,"2002"
"1100","France",2002,47,"Female",0,2,1,0,6,1,2,6,2,1,3,1,0,"2002"
"1103","France",2002,75,"Female",0,3,1,0,6,0,2,4,3,1,4,7,0,"2002"
"1110","France",2002,72,"Female",0,1,0,0,5,0,6,1,1,1,8,4,0,"2002"
"1111","France",2002,43,"Male",1,3,1,0,9,1,2,5,3,2,4,1,0,"2002"
"1112","France",2002,74,"Male",1,3,0,0,7,0,6,8,4,2,6,6,0,"2002"
"1114","France",2002,87,"Male",1,5,0,0,9,0,7,9,8,4,5,8,0,"2002"
"1115","France",2002,59,"Female",0,3,0,0,10,1,7,9,5,4,7,6,0,"2002"
"1116","France",2002,56,"Male",1,2,0,0,12,0,4,8,3,4,3,5,0,"2002"
"1117","France",2002,27,"Female",0,3,1,0,7,0,6,4,2,3,5,2,0,"2002"
"1123","France",2002,71,"Male",1,1,0,0,5,0,8,11,10,4,11,9,0,"2002"
"1127","France",2002,45,"Male",1,1,0,0,5,0,1,1,1,1,1,1,0,"2002"
"1129","France",2002,28,"Female",0,5,0,0,8,1,6,10,6,3,6,6,0,"2002"
"1132","France",2002,49,"Male",1,3,0,0,6,0,4,5,6,1,3,7,0,"2002"
"1134","France",2002,58,"Female",0,1,0,0,4,0,8,10,5,4,7,8,0,"2002"
"1135","France",2002,34,"Female",0,5,0,0,10,1,7,10,8,3,7,6,0,"2002"
"1139","France",2002,69,"Male",1,1,0,1,7,0,8,11,9,5,11,9,0,"2002"
"1140","France",2002,56,"Female",0,1,1,0,5,1,5,8,4,3,6,3,1,"2002"
"1142","France",2002,71,"Male",1,3,0,0,9,0,6,11,6,3,2,6,0,"2002"
"1144","France",2002,37,"Female",0,5,0,0,9,0,6,9,6,1,4,4,0,"2002"
"1146","France",2002,28,"Female",0,2,0,0,6,1,4,8,6,5,9,4,0,"2002"
"1151","France",2002,59,"Female",0,1,0,1,5,1,3,6,4,4,5,6,0,"2002"
"1152","France",2002,68,"Female",0,1,1,0,4,1,6,3,9,1,11,10,0,"2002"
"1155","France",2002,36,"Female",0,3,1,0,12,0,4,7,4,2,4,6,0,"2002"
"1156","France",2002,46,"Female",0,3,0,0,9,0,7,9,6,4,6,7,0,"2002"
"1158","France",2002,58,"Male",1,2,0,0,9,0,8,11,7,3,8,9,0,"2002"
"1159","France",2002,32,"Male",1,5,0,0,8,1,4,7,7,2,5,3,0,"2002"
"1161","France",2002,80,"Male",1,2,0,0,6,0,6,10,8,1,5,6,0,"2002"
"1163","France",2002,50,"Male",1,3,0,1,8,1,7,10,8,4,6,4,0,"2002"
"1164","France",2002,26,"Female",0,5,1,0,3,0,5,9,4,1,4,3,0,"2002"
"1165","France",2002,45,"Male",1,3,1,0,6,0,3,5,3,1,1,3,0,"2002"
"1167","France",2002,44,"Female",0,5,0,0,9,0,5,10,5,4,4,5,0,"2002"
"1170","France",2002,71,"Female",0,3,0,0,4,0,4,6,1,2,4,5,0,"2002"
"1171","France",2002,74,"Male",1,1,0,0,5,1,7,8,6,1,4,3,0,"2002"
"1172","France",2002,38,"Male",1,5,0,0,9,1,5,11,5,4,8,5,0,"2002"
"1177","France",2002,28,"Male",1,5,0,0,8,0,6,8,1,3,6,1,0,"2002"
"1178","France",2002,48,"Male",1,5,0,0,7,0,3,5,6,1,1,2,0,"2002"
"1179","France",2002,65,"Male",1,5,0,0,6,1,2,10,4,4,7,3,1,"2002"
"1180","France",2002,60,"Male",1,1,0,1,6,1,6,7,6,1,6,6,0,"2002"
"1181","France",2002,63,"Male",1,3,0,0,9,1,5,7,4,1,6,3,0,"2002"
"1188","France",2002,75,"Female",0,1,0,1,4,0,7,9,7,2,6,7,0,"2002"
"1189","France",2002,54,"Female",0,5,0,0,9,0,6,9,6,2,8,4,0,"2002"
"1192","France",2002,70,"Male",1,3,0,0,5,1,8,8,6,2,6,7,0,"2002"
"1197","France",2002,47,"Female",0,5,0,0,9,0,4,1,1,3,2,3,0,"2002"
"1199","France",2002,83,"Female",0,1,0,0,9,0,10,3,10,1,11,7,0,"2002"
"1200","France",2002,24,"Male",1,3,1,0,1,0,8,7,5,5,6,6,0,"2002"
"1201","France",2002,56,"Female",0,3,0,1,7,0,7,9,5,2,6,6,0,"2002"
"1202","France",2002,39,"Female",0,3,1,0,6,0,3,5,2,3,6,3,0,"2002"
"1203","France",2002,42,"Male",1,5,1,0,9,0,3,7,4,2,4,4,0,"2002"
"1205","France",2002,77,"Male",1,5,0,0,9,0,7,10,4,1,4,5,0,"2002"
"1208","France",2002,36,"Female",0,3,0,0,4,1,4,8,3,1,6,1,1,"2002"
"1209","France",2002,47,"Female",0,5,0,0,5,0,4,6,4,4,4,2,0,"2002"
"1210","France",2002,61,"Male",1,1,1,0,7,0,6,8,4,1,8,5,1,"2002"
"1211","France",2002,44,"Male",1,1,0,1,5,1,6,6,6,1,9,5,0,"2002"
"1212","France",2002,47,"Female",0,5,0,0,9,0,2,3,11,5,2,8,0,"2002"
"1214","France",2002,38,"Female",0,3,1,0,6,0,3,5,3,1,6,2,0,"2002"
"1218","France",2002,24,"Female",0,5,1,0,5,0,3,5,3,1,3,1,0,"2002"
"1220","France",2002,54,"Female",0,5,0,0,5,0,4,7,4,1,2,5,0,"2002"
"1221","France",2002,23,"Male",1,3,0,0,3,0,5,10,5,1,6,7,0,"2002"
"1223","France",2002,38,"Female",0,3,1,0,9,1,7,9,6,4,7,6,0,"2002"
"1226","France",2002,49,"Male",1,5,1,0,5,0,6,5,4,1,3,3,0,"2002"
"1227","France",2002,67,"Female",0,1,0,0,2,0,2,4,1,2,11,3,0,"2002"
